text,schlaf,stress,bewegung,ernaehrung
"Ich denke ständig an unerledigte Dinge. Selbst abends lässt mich das nicht los. Mein Kopf ist voll.","0","1","0","0"
"So viele Baustellen gleichzeitig. Ich weiß gar nicht wo ich anfangen soll. Das stresst mich extrem.","0","1","0","0"
"Ich habe mich heute kaum bewegt. Viel zu lange auf dem Sofa gesessen. Mein Körper fühlt sich träge an.","0","0","1","0"
"Sport habe ich schon ewig nicht mehr gemacht. Treppen machen mich schnell müde. Das frustriert mich.","0","0","1","0"
"Den ganzen Tag nur am Schreibtisch. Kein Spaziergang nichts. Ich fühle mich richtig steif.","0","0","1","0"
"Ich nehme mir Bewegung vor und lande doch wieder auf dem Sofa. Mein Kreislauf fühlt sich schlapp an. Das nervt.","0","0","1","0"
"Früher war ich aktiver. Jetzt fehlt mir oft der Antrieb rauszugehen. Mein Körper dankt es mir nicht.","0","0","1","0"
"Heute keine frische Luft geschnappt. Nur drinnen gewesen. Ich merke wie mir das nicht gut tut.","0","0","1","0"
"Ich sitze viel zu viel und merke es im Rücken. Bewegung kommt gerade viel zu kurz. Das fühlt sich nicht gesund an.","0","0","1","0"
"Sporttasche steht unberührt in der Ecke. Ich finde einfach keinen Schwung. Dabei würde es mir gut tun.","0","0","1","0"
"Mein Schrittzähler ist fast peinlich niedrig. Kaum Schritte gesammelt. Ich war einfach zu bequem.","0","0","1","0"
"Ich schiebe Bewegung ständig auf morgen. Heute war wieder so ein Tag ohne Aktivität. Mein Körper wirkt schwer.","0","0","1","0"
"Lange Arbeitstage im Sitzen. Danach fehlt mir die Energie für irgendwas Aktives. Das ist ein blöder Kreislauf.","0","0","1","0"
"Ich fühle mich unbeweglich und eingerostet. Dehnen oder Training mache ich kaum noch. Das rächt sich langsam.","0","0","1","0"
"Heute wieder den Bus genommen statt zu laufen. Eigentlich wäre der Weg gut machbar. Ich war einfach zu faul.","0","0","1","0"
"Ich merke wie meine Kondition nachlässt. Schon kleine Wege strengen mich an. Das macht mir zu denken.","0","0","1","0"
"Viel Bildschirm wenig Bewegung. So sah mein Tag aus. Ich sollte wirklich öfter rausgehen.","0","0","1","0"
"Heute nur Fast Food gegessen. Frisches kam gar nicht auf den Tisch. Mein Bauch fühlt sich schwer an.","0","0","0","1"
"Ich greife gerade ständig zu Süßem. Obst und Gemüse bleiben liegen. Das tut mir nicht gut.","0","0","0","1"
"Mein Essen ist total unregelmäßig. Mal stopfe ich alles rein mal lasse ich Mahlzeiten aus. Kein Wunder dass ich mich komisch fühle.","0","0","0","1"
"Viel zu viel Zucker heute. Ich merke das direkt an meiner Energie. Erst hoch dann totaler Absturz.","0","0","0","1"
"Kochen war mir zu aufwendig also gab es wieder Fertigkram. Gesund ist anders. Mein Körper fühlt sich träge an.","0","0","0","1"
"Ich trinke zu wenig Wasser und zu viel Softdrinks. Das merke ich deutlich. Irgendwie fühle ich mich ausgelaugt.","0","0","0","1"
"Heute kaum etwas Richtiges gegessen. Mehr Snacks als Mahlzeiten. Mein Magen ist beleidigt.","0","0","0","1"
"Ich esse oft aus Langeweile. Nicht weil ich Hunger habe. Danach fühle ich mich schlecht.","0","0","0","1"
"Gemüse kommt gerade viel zu kurz. Stattdessen viel fettiges Zeug. Das macht sich bemerkbar.","0","0","0","1"
"Mein Essrhythmus ist komplett durcheinander. Spät abends noch große Portionen. Das bekommt mir nicht.","0","0","0","1"
"Heute wieder nur schnell irgendwas reingeschoben. Keine Zeit für ausgewogenes Essen. Das rächt sich.","0","0","0","1"
"Ich habe ständig Heißhunger auf Ungesundes. Vernünftige Mahlzeiten plane ich kaum. Mein Körper fühlt sich schwer an.","0","0","0","1"
"Viel Kaffee wenig Nährstoffe. So sieht es gerade aus. Ich weiß dass das nicht ideal ist.","0","0","0","1"
"Ich lasse das Frühstück oft aus und stopfe abends alles nach. Das fühlt sich nicht gut an. Mein Bauch rebelliert.","0","0","0","1"
"Gesunde Routinen beim Essen habe ich gerade keine. Viel zu spontan und chaotisch. Das schlaucht mich.","0","0","0","1"
"Ich schlafe schlecht und bin tagsüber total gestresst. Mein Kopf arbeitet rund um die Uhr. Erholung finde ich kaum.","1","1","0","0"
"Nachts wache ich oft auf und denke an die Arbeit. Tagsüber hetze ich von Aufgabe zu Aufgabe. Ich fühle mich dauernd angespannt.","1","1","0","0"
"Wenig Schlaf und viel Druck gerade. Keine gute Kombi. Ich bin schnell gereizt.","1","1","0","0"
"Ich komme kaum zur Ruhe weder nachts noch am Tag. Die To Dos verfolgen mich bis ins Bett. Das laugt mich aus.","1","1","0","0"
"Ständig unter Strom und dann noch schlaflose Nächte. Mein Körper sendet klare Signale. Ich fühle mich erschöpft.","1","1","0","0"
"Ich liege wach und denke an alles was ich noch erledigen muss. Am nächsten Tag fehlt mir die Energie. Der Stress hört nicht auf.","1","1","0","0"
"Zu viel im Kopf und zu wenig Schlaf. Ich funktioniere nur noch. Das macht mir Sorgen.","1","1","0","0"
"Die Anspannung nehme ich mit ins Bett. Einschlafen klappt kaum. Tagsüber bin ich dann völlig überdreht.","1","1","0","0"
"Schlaf ist gerade Mangelware und die Arbeit stapelt sich. Ich fühle mich wie im Dauerlauf. Pause wäre dringend nötig.","1","1","0","0"
"Ich wache nachts auf mit Gedanken an offene Aufgaben. Am Tag bin ich im Dauerstress. So komme ich nicht runter.","1","1","0","0"
"Ich bewege mich kaum und esse dazu noch viel Mist. Mein Körper fühlt sich schwer an. Energie habe ich wenig.","0","0","1","1"
"Sport fällt aus und stattdessen gibt es Snacks auf dem Sofa. Keine gute Mischung. Ich merke das deutlich.","0","0","1","1"
"Heute null Bewegung und nur Fertigessen. Ich fühle mich träge und voll. Das tut mir nicht gut.","0","0","1","1"
"Ich sitze viel und greife ständig zu Süßem. Frische Luft und gesundes Essen fehlen. Mein Körper dankt es mir nicht.","0","0","1","1"
"Bewegung kommt kaum vor und meine Ernährung ist chaotisch. Viel Zucker wenig Nährstoffe. Ich fühle mich schlapp.","0","0","1","1"
"Ich war den ganzen Tag drinnen und habe nebenbei dauernd genascht. Kein Wunder dass ich mich schwer fühle. Aktiv war ich null.","0","0","1","1"
"Treppen meide ich und koche selten frisch. Diese Kombi macht mich müde. Ich sollte das ändern.","0","0","1","1"
"Wenig Schritte viele Snacks. So sah mein Tag aus. Mein Körper wirkt unbeweglich.","0","0","1","1"
"Ich hänge viel rum und esse aus Gewohnheit. Sport mache ich keinen. Das zieht meine Stimmung runter.","0","0","1","1"
"Kaum Aktivität und dazu fettiges Essen. Ich fühle mich einfach nicht fit. Das ist ein blödes Gefühl.","0","0","1","1"
"Ich schlafe schlecht bin gestresst bewege mich kaum und esse ungesund. Alles fühlt sich gerade aus dem Gleichgewicht an. Ich merke wie mir das zusetzt.","1","1","1","1"
"Nächte sind kurz Tage sind hektisch. Sport mache ich keinen und ich stopfe nur schnell was rein. Mein Körper schreit nach Pause.","1","1","1","1"
"Zu wenig Schlaf zu viel Druck und null Bewegung. Dazu viel Zucker. Kein Wunder dass ich mich mies fühle.","1","1","1","1"
"Ich komme kaum zur Ruhe esse chaotisch und sitze nur rum. Die Anspannung ist ständig da. Erholt bin ich nie.","1","1","1","1"
"Alles gleichzeitig gerade. Schlaf fehlt Stress ist hoch Bewegung gleich null und Essen total durcheinander. Das ist einfach zu viel.","1","1","1","1"
"Ich wache gerädert auf hetze durch den Tag und lande abends mit Snacks auf dem Sofa. Aktiv bin ich kaum. So dreht sich alles im Kreis.","1","1","1","1"
"Mein Rhythmus ist komplett kaputt. Kaum Schlaf viel Druck keine Bewegung und schlechtes Essen. Ich fühle mich ausgelaugt.","1","1","1","1"
"Ständig müde ständig unter Strom. Sport mache ich keinen und ich ernähre mich schlecht. Das geht an die Substanz.","1","1","1","1"
"Ich finde keinen Schlaf habe Dauerstress bewege mich kaum und esse wahllos. Mein Körper fühlt sich überfordert an. Ich auch.","1","1","1","1"
"Gerade läuft alles schief. Nächte sind unruhig Tage stressig Bewegung fehlt und mein Essen ist chaotisch. Ich muss dringend was ändern.","1","1","1","1"
"Der Tag lief rund und ich bin zufrieden mit mir.","0","0","0","0"
"Alles fühlt sich stimmig an, als würde gerade vieles passen.","0","0","0","0"
"Mit einem Lächeln aufgewacht und genauso wieder ins Bett gegangen.","0","0","0","0"
"Klarer Kopf, ruhiger Puls, so darf es bleiben.","0","0","0","0"
"Heute einfach im Flow gewesen.","0","0","0","0"
"Energie war da und ich habe sie gut genutzt.","0","0","0","0"
"Zufriedenheit zieht sich wie ein roter Faden durch den Tag.","0","0","0","0"
"Ich mag, wie stabil sich gerade alles anfühlt.","0","0","0","0"
"Kein großes Drama, nur Alltag und das ist schön.","0","0","0","0"
"Innere Balance trifft es ganz gut.","0","0","0","0"
"Die Gedanken waren freundlich zu mir.","0","0","0","0"
"Produktiv und trotzdem gelassen geblieben.","0","0","0","0"
"Es läuft, ehrlich gesagt ziemlich gut.","0","0","0","0"
"Körper und Kopf arbeiten im selben Takt.","0","0","0","0"
"Einfach zufrieden mit meinem Rhythmus.","0","0","0","0"
"Heute viel gelacht, das tat gut.","0","0","0","0"
"Ich fühle mich geerdet und wach.","0","0","0","0"
"Alles im grünen Bereich.","0","0","0","0"
"Ruhiger Start, klarer Verlauf, entspannter Abschluss.","0","0","0","0"
"Motivation war da ohne Druck.","0","0","0","0"
"Angenehme Leichtigkeit begleitet mich.","0","0","0","0"
"Kleine Dinge wertgeschätzt und groß gefühlt.","0","0","0","0"
"Gedanken sortiert und Platz geschaffen.","0","0","0","0"
"Stimmung stabil, kein Auf und Ab.","0","0","0","0"
"Fokus gefunden und gehalten.","0","0","0","0"
"Heute war ich ganz bei mir.","0","0","0","0"
"Alles wirkt machbar.","0","0","0","0"
"Mit mir selbst im Reinen.","0","0","0","0"
"Der Tag hatte einen guten Klang.","0","0","0","0"
"Ziele klar gesehen und Schritte gemacht.","0","0","0","0"
"Es fühlt sich gesund an, so wie es läuft.","0","0","0","0"
"Wach, präsent und freundlich zu mir.","0","0","0","0"
"Keine Baustellen in Sicht.","0","0","0","0"
"Ich nehme mir Raum und das klappt.","0","0","0","0"
"Heute passt einfach.","0","0","0","0"
"Die Nacht war kurz und der Kopf trotzdem laut.","1","1","0","0"
"Schon beim Aufstehen Druck auf der Brust, na super.","1","1","0","0"
"Gedanken kreisen im Dunkeln und tagsüber gleich weiter.","1","1","0","0"
"Kaum die Augen zu, schon wieder hellwach und Termine im Nacken.","1","1","0","0"
"Müde Knochen, voller Kalender.","1","1","0","0"
"Zwischen Bettkante und To do Liste keine Pause gefunden.","1","1","0","0"
"Augenringe sagen mehr als ich möchte.","1","1","0","0"
"Im Kopf Dauerfeuer, nachts wie tags.","1","1","0","0"
"Der Wecker kam gefühlt fünf Minuten nach dem Hinlegen.","1","1","0","0"
"Innere Unruhe trifft auf zu wenig Ruhezeit.","1","1","0","0"
"Ich wälze mich rum und denke an alles gleichzeitig.","1","1","0","0"
"Tagsüber gereizt, weil die Nacht nichts hergab.","1","1","0","0"
"Viel zu früh wach und sofort im Alarmmodus.","1","1","0","0"
"Abends erschöpft, aber Abschalten klappt nicht.","1","1","0","0"
"Die Augen brennen und die Aufgaben drücken.","1","1","0","0"
"Kaum geschlafen, trotzdem funktionieren müssen.","1","1","0","0"
"Gedankenspiralen im Bett, deadlines im Kopf.","1","1","0","0"
"Puh, diese Mischung aus Müdigkeit und Anspannung nervt.","1","1","0","0"
"Nacht war ein Flickenteppich, Tag fühlt sich eng an.","1","1","0","0"
"Ich komme nicht richtig runter, weder spät noch früh.","1","1","0","0"
"Zu viele Tabs offen im Kopf, sogar im Dunkeln.","1","1","0","0"
"Morgens wie gerädert und sofort unter Strom.","1","1","0","0"
"Die Stille der Nacht bringt keine Stille im Inneren.","1","1","0","0"
"Schwerer Start, weil die Stunden davor fehlten.","1","1","0","0"
"Körper müde, Gedanken sprinten.","1","1","0","0"
"Im Bett liegend schon den nächsten Tag durchgespielt.","1","1","0","0"
"Wenig Tiefgang in der Nacht, viel Druck am Tag.","1","1","0","0"
"Augen zu heißt nicht automatisch Ruhe.","1","1","0","0"
"Kaum Erholung gefunden und sofort wieder gefordert.","1","1","0","0"
"Zerhackte Nacht und enge Zeitfenster.","1","1","0","0"
"Erschöpft und trotzdem angespannt, tolle Kombi.","1","1","0","0"
"Wecker klingelt, ich war gefühlt nie weg.","1","1","0","0"
"Gedanken wie ein Presslufthammer bis spät.","1","1","0","0"
"Zu wenig Pause für Kopf und Körper.","1","1","0","0"
"Nervosität zieht sich bis ins Kopfkissen.","1","1","0","0"
"Daueranspannung und kaum Tiefschlaf.","1","1","0","0"
"Der Tag fordert viel und die Nacht gibt wenig zurück.","1","1","0","0"
"Ich finde keinen ruhigen Rhythmus.","1","1","0","0"
"Zwischen Terminen und Dunkelheit kein Abschalten.","1","1","0","0"
"Müdigkeit stapelt sich, Druck auch.","1","1","0","0"
"Unter Strom gestanden und kaum vor die Tür gekommen, Essen war nebenbei.","0","1","1","1"
"Hetze im Kopf, schneller Snack im Stehen, Schritte Fehlanzeige.","0","1","1","1"
"Viel Druck gespürt und mich kaum bewegt, dazu irgendwas reingeschoben.","0","1","1","1"
"Der Tag rannte, ich hinterher, Mahlzeiten chaotisch.","0","1","1","1"
"Kaum Luft geholt und nur das Nötigste gegessen.","0","1","1","1"
"Zwischen Meetings gesessen wie festgeklebt, Nervosität hoch.","0","1","1","1"
"Hektik pur, keine Runde draußen, Kühlschrank geplündert.","0","1","1","1"
"Gedanken schnell, Körper still, Auswahl im Teller so lala.","0","1","1","1"
"Alles gleichzeitig und ich mittendrin mit Chips.","0","1","1","1"
"Anspannung im Nacken, Schritte kaum gesammelt.","0","1","1","1"
"Viel Druck, wenig frische Luft, Essen aus Gewohnheit.","0","1","1","1"
"Ich war gereizt und habe mich kaum bewegt, Hauptsache satt.","0","1","1","1"
"Zu viele Aufgaben, keine Lust zu kochen.","0","1","1","1"
"Hibbelig gewesen und nur am Schreibtisch geklebt.","0","1","1","1"
"Kopf voll, Beine faul, Teller bunt gemischt.","0","1","1","1"
"Alles schnell schnell und ich auch beim Essen.","0","1","1","1"
"Innere Spannung und null Motivation für eine Runde draußen.","0","1","1","1"
"Druck gespürt und dann wahllos gegessen.","0","1","1","1"
"Kaum Bewegung, viel Gedankendruck, Snacks als Trost.","0","1","1","1"
"Ich hetze und lasse Basics schleifen.","0","1","1","1"
"Der Puls hoch, die Schritte niedrig.","0","1","1","1"
"Anspannung pur, Kochen war keine Option.","0","1","1","1"
"Habe mich klein gefühlt und wenig für mich getan.","0","1","1","1"
"Alles eng, auch die Jeans.","0","1","1","1"
"Zu viel Druck und keine Energie für frische Küche.","0","1","1","1"
"Unruhige Nacht ohne große Unterbrechung, aber nicht tief.","1","0","0","0"
"Mehrmals aufgewacht und wieder eingeschlafen.","1","0","0","0"
"Der Schlaf war leicht wie Papier.","1","0","0","0"
"Lange gebraucht, bis ich weg war.","1","0","0","0"
"Früh wach, obwohl kein Wecker klingelte.","1","0","0","0"
"Die Nacht fühlte sich zerstückelt an.","1","0","0","0"
"Augen offen um drei, warum auch immer.","1","0","0","0"
"Ich habe viel geträumt und wenig geruht.","1","0","0","0"
"Kein tiefer Rhythmus gefunden.","1","0","0","0"
"Bett war bequem, Kopf weniger.","1","0","0","0"
"Ständig gedreht und gewendet.","1","0","0","0"
"Der Morgen kam schneller als gedacht.","1","0","0","0"
"Kaum im Traum versunken.","1","0","0","0"
"Es fehlte diese schwere Müdigkeit.","1","0","0","0"
"Nur oberflächlich geschlummert.","1","0","0","0"
"Mehr wach als weg.","1","0","0","0"
"Nacht war okayish, aber nicht erholsam.","1","0","0","0"
"Bin nicht richtig abgesackt.","1","0","0","0"
"Viel Dämmerzustand.","1","0","0","0"
"Gefühlt jede Stunde auf die Uhr geschaut.","1","0","0","0"
"Leicht geschlafen, leicht genervt am Morgen.","1","0","0","0"
"Kein durchgehender Faden in der Nacht.","1","0","0","0"
"Zwischendurch hellwach.","1","0","0","0"
"Müdes Aufwachen trotz langer Liegezeit.","1","0","0","0"
"Die Erholung blieb halb.","1","0","0","0"
"Innere Anspannung ohne klaren Grund.","0","1","0","0"
"Der Druck im Alltag steigt gerade.","0","1","0","0"
"Ich reagiere schneller gereizt als sonst.","0","1","0","0"
"Alles fühlt sich dringlich an.","0","1","0","0"
"Kopf wie ein voller Posteingang.","0","1","0","0"
"Zu viele Erwartungen auf einmal.","0","1","0","0"
"Ich merke, wie ich die Schultern hochziehe.","0","1","0","0"
"Gedanken lassen mich nicht locker.","0","1","0","0"
"Ständig unter Strom.","0","1","0","0"
"Kleinigkeiten bringen mich aus dem Takt.","0","1","0","0"
"Mein Geduldsfaden ist kurz.","0","1","0","0"
"Alles gleichzeitig wollen müssen.","0","1","0","0"
"Innere Hektik begleitet mich.","0","1","0","0"
"Kaum Pause im Kopf.","0","1","0","0"
"Dauerhaftes Grübeln.","0","1","0","0"
"Ich spüre Druck, auch ohne Anlass.","0","1","0","0"
"Reizüberflutet trifft es.","0","1","0","0"
"Es fällt schwer, abzuschalten.","0","1","0","0"
"Anspannung im Hintergrund.","0","1","0","0"
"Die Tage fühlen sich eng getaktet an.","0","1","0","0"
"Gedanken drehen Runden.","0","1","0","0"
"Schneller Puls bei Kleinigkeiten.","0","1","0","0"
"Wenig Gelassenheit gerade.","0","1","0","0"
"Alles wirkt wichtiger als es ist.","0","1","0","0"
"Innere Alarmbereitschaft.","0","1","0","0"
"Nachts unruhig und tagsüber kaum bewegt.","1","0","1","0"
"Die Erholung fehlte und ich blieb viel sitzen.","1","0","1","0"
"Schlaf war brüchig, Schritte überschaubar.","1","0","1","0"
"Müde Beine, obwohl ich kaum unterwegs war.","1","0","1","0"
"Wenig Tiefgang in der Nacht, kein Antrieb am Tag.","1","0","1","0"
"Im Bett gewälzt und später auf dem Stuhl geklebt.","1","0","1","0"
"Früh wach und keine Lust auf Runde draußen.","1","0","1","0"
"Nacht war kurz, Aktivität auch.","1","0","1","0"
"Kaum geruht und viel gelegen.","1","0","1","0"
"Unruhiger Schlaf und träger Start.","1","0","1","0"
"Augenringe plus Bewegungsmangel.","1","0","1","0"
"Nicht richtig erholt und kaum Schritte gesammelt.","1","0","1","0"
"Zerhackte Nacht, Sofa am Abend.","1","0","1","0"
"Müde und trotzdem passiv.","1","0","1","0"
"Kaum Energie für irgendwas Körperliches.","1","0","1","0"
"Bett war kein Kraftspender.","1","0","1","0"
"Schlapp gefühlt und viel gesessen.","1","0","1","0"
"Die Nacht zog sich und der Tag auch.","1","0","1","0"
"Wenig Schlaf, wenig Bewegung.","1","0","1","0"
"Unruhig gelegen, ruhig geblieben.","1","0","1","0"
"Kein tiefer Schlaf und keine Runde um den Block.","1","0","1","0"
"Morgenmüdigkeit und Couchmodus.","1","0","1","0"
"Durchwacht und durchgesessen.","1","0","1","0"
"Schlaf halbgar, Aktivität minimal.","1","0","1","0"
"Zu wenig Erholung und kaum Schwung.","1","0","1","0"
"Alles gleichzeitig: kurze Nacht, Druck im Kopf, kaum Schritte, irgendwas gegessen.","1","1","1","1"
"Unruhig geschlafen, hektisch gestartet, keine Zeit für frische Küche.","1","1","1","1"
"Müde und unter Strom, Bewegung null, Essen beliebig.","1","1","1","1"
"Die Nacht war löchrig und der Tag zu voll.","1","1","1","1"
"Kaum geruht, viel gesessen, schnell was reingeschoben.","1","1","1","1"
"Augen schwer, Termine dicht, Küche kalt.","1","1","1","1"
"Wenig Schlaf, hoher Druck, keine Runde draußen.","1","1","1","1"
"Zerstreute Nacht und chaotischer Tagesablauf.","1","1","1","1"
"Ich komme nicht hinterher, weder nachts noch tags.","1","1","1","1"
"Bett unruhig, Kopf laut, Körper still.","1","1","1","1"
"Früh wach, sofort angespannt, Essen nebenbei.","1","1","1","1"
"Alles fühlt sich durcheinander an.","1","1","1","1"
"Schlaf brüchig, Schritte rar, Druck konstant.","1","1","1","1"
"Müde, genervt, unbewegt, satt aber unzufrieden.","1","1","1","1"
"Keine echte Pause in irgendeinem Bereich.","1","1","1","1"
"Zu wenig Erholung und zu viel Tempo.","1","1","1","1"
"Nacht kurz, Tag lang, Teller voll Zeug.","1","1","1","1"
"Ich rotierte im Bett und später im Kopf.","1","1","1","1"
"Kaum Energie und trotzdem angespannt.","1","1","1","1"
"Unruhige Stunden und keine frische Luft.","1","1","1","1"
"Alles auf einmal aus dem Gleichgewicht.","1","1","1","1"
"Müdigkeit plus Druck plus Sofa plus Snacks.","1","1","1","1"
"Der Rhythmus ist komplett verschoben.","1","1","1","1"
"Schlaf fehlt, Gelassenheit auch.","1","1","1","1"
"Rundum unrund.","1","1","1","1"
"Unter Strom und zum Süßen gegriffen.","0","1","0","1"
"Viel Druck gespürt und planlos gegessen.","0","1","0","1"
"Hektischer Tag, Mahlzeiten chaotisch.","0","1","0","1"
"Anspannung im Bauch und im Kopf.","0","1","0","1"
"Kaum Ruhe und viel nebenbei geknabbert.","0","1","0","1"
"Gedanklich überladen, Kühlschrank offen.","0","1","0","1"
"Alles dringend, Essen egal.","0","1","0","1"
"Innere Unruhe und schnelle Snacks.","0","1","0","1"
"Druck hoch, Auswahl niedrig.","0","1","0","1"
"Ich esse aus Gewohnheit, nicht aus Hunger.","0","1","0","1"
"Hibbelig und wahllos.","0","1","0","1"
"Zu viel Druck, keine Lust zu kochen.","0","1","0","1"
"Kopf voll, Teller auch.","0","1","0","1"
"Angespannt und unstrukturiert gegessen.","0","1","0","1"
"Stimmung kippt und ich greife ins Regal.","0","1","0","1"
"Alles schnell schnell, auch beim Essen.","0","1","0","1"
"Innere Enge und Süßkram.","0","1","0","1"
"Druck von außen, Chaos auf dem Teller.","0","1","0","1"
"Reizbar und nebenbei geschlungen.","0","1","0","1"
"Hektik bestimmt meinen Essrhythmus.","0","1","0","1"
"Gedanken rasen, Küche bleibt kalt.","0","1","0","1"
"Unruhig und unachtsam gegessen.","0","1","0","1"
"Anspannung begleitet jede Mahlzeit.","0","1","0","1"
"Zu viel im Kopf, zu wenig Plan.","0","1","0","1"
"Ich kompensiere mit schnellen Bissen.","0","1","0","1"
"Viel unterwegs gewesen und es tat gut.","0","0","1","0"
"Heute ordentlich Schritte gesammelt.","0","0","1","0"
"Der Körper durfte arbeiten.","0","0","1","0"
"Frische Luft und Bewegung, genau mein Ding.","0","0","1","0"
"Aktiv durch den Tag gegangen.","0","0","1","0"
"Beine angenehm müde.","0","0","1","0"
"Ich habe mich ausgepowert.","0","0","1","0"
"Runde gedreht und Kopf gelüftet.","0","0","1","0"
"Sportlich unterwegs gewesen.","0","0","1","0"
"Viel gestanden statt gesessen.","0","0","1","0"
"Schritte gemacht, die gut tun.","0","0","1","0"
"Körperlich gefordert und zufrieden.","0","0","1","0"
"In Bewegung geblieben.","0","0","1","0"
"Heute nicht faul gewesen.","0","0","1","0"
